dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2023-09-18T11:00:00Z,2023-09-18T14:00:00Z,2024-02-26T12:35:11Z,Cours-29631-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-09-15T06:17:09Z,Amphi Ada,"UCE 2 MANAGEMENT PAR LES PROC - PUY CAZCARRA Emmanuel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-09-18T14:00:00Z,2023-09-18T17:00:00Z,2024-02-26T12:35:11Z,Cours-29643-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-09-14T12:31:35Z,Amphi Ada,"UCE 1 ARCHITECTURES CLOUD ET - PUY CAZCARRA Emmanuel - M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-10-12T11:00:00Z,2023-10-12T14:00:00Z,2024-02-26T12:35:11Z,Cours-29646-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : PELERIN Aurelien\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,2023-09-15T06:33:25Z,Stat 8 = Info - C 127,UCE 2 PROGRAMMATION PARALLELE - PELERIN Aurelien - M1-ILSEN-cla-Gr1 - TP
2023-12-13T15:00:00Z,2023-12-13T18:00:00Z,2024-02-26T12:35:11Z,Cours-29703-25-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",2023-09-15T06:17:09Z,Amphi Blaise,"UCE 2 MANAGEMENT PAR LES PROC - PUY CAZCARRA Emmanuel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-12-21T10:30:00Z,2023-12-21T12:00:00Z,2024-02-26T12:35:11Z,Cours-29706-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : Evaluation\n",2023-09-15T06:16:50Z,Amphi Blaise,"UCE 2 MANAGEMENT PAR LES PROC - PUY CAZCARRA Emmanuel - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - Evaluation"
2023-12-14T12:00:00Z,2023-12-14T15:00:00Z,2024-02-26T12:35:11Z,Cours-30340-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-14T12:41:29Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-11-06T13:30:00Z,2023-11-06T15:00:00Z,2024-02-26T12:35:11Z,Cours-30940-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",2023-09-14T12:31:35Z,Amphi Blaise,"UCE 1 ARCHITECTURES CLOUD ET - PUY CAZCARRA Emmanuel - M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-09-12T11:00:00Z,2023-09-12T12:30:00Z,2024-02-26T12:35:11Z,Cours-31014-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Blaise\nType : CM\n",2023-11-14T08:48:34Z,Amphi Blaise,"UCE 2 PROGRAMMATION PARALLELE - ROUVIER Mickael - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2023-10-11T06:30:00Z,2023-10-11T09:30:00Z,2024-02-26T12:35:11Z,Cours-31202-16-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : CM\n",2023-09-14T13:08:04Z,Amphi Ada,"UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - CM"
2023-12-20T12:00:00Z,2023-12-20T15:00:00Z,2024-02-26T12:35:11Z,Cours-31239-26-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-14T12:42:36Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-09-21T14:00:00Z,2023-09-21T17:00:00Z,2024-02-26T12:35:11Z,Cours-31240-13-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 1 = Info - C 137\nType : TP\n,2023-09-15T06:25:52Z,Stat 1 = Info - C 137,UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-12-08T12:00:00Z,2023-12-08T13:30:00Z,2024-02-26T12:35:11Z,Cours-31263-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-15T06:13:51Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-12-15T12:00:00Z,2023-12-15T13:30:00Z,2024-02-26T12:35:11Z,Cours-31263-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-15T06:13:51Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-12-06T15:00:00Z,2023-12-06T18:00:00Z,2024-02-26T12:35:11Z,Cours-31632-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-14T12:39:52Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-12-07T16:30:00Z,2023-12-07T18:00:00Z,2024-02-26T12:35:11Z,Cours-31806-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : Evaluation\n",2023-10-12T12:13:26Z,Amphi Ada,"UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - Evaluation"
2023-12-14T15:00:00Z,2023-12-14T18:00:00Z,2024-02-26T12:35:11Z,Cours-31918-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-14T12:41:29Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-12-06T09:00:00Z,2023-12-06T12:00:00Z,2024-02-26T12:35:11Z,Cours-32068-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : RES = C 132 Reseaux\nType : TP\n,2023-09-15T07:44:52Z,RES = C 132 Reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-12-21T13:30:00Z,2023-12-21T15:00:00Z,2024-02-26T12:35:11Z,Cours-33440-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : Evaluation\nMemo : NE PAS DEPLACER\n",2023-07-20T12:31:52Z,S6 = C 022,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation - NE PAS DEPLACER"
2023-12-22T15:00:00Z,2023-12-22T18:00:00Z,2024-02-26T12:35:11Z,Cours-33494-26-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 INSERTION PROFESSIONNEL\nEnseignant : BROCHARD Marc\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : TD\nMemo : NE PAS DEPLACER\n",2023-08-21T06:56:01Z,Amphi Ada,"UCE 2 INSERTION PROFESSIONNEL - BROCHARD Marc - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TD - NE PAS DEPLACER"
2023-11-24T09:00:00Z,2023-11-24T12:00:00Z,2024-02-26T12:35:11Z,Cours-33514-22-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : CERI, Stat 2 = Info - C 136, Stat 3 = Info - C 135\nType : TP\n",2023-07-21T06:49:54Z,"CERI, Stat 2 = Info - C 136, Stat 3 = Info - C 135","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-12-01T09:00:00Z,2023-12-01T12:00:00Z,2024-02-26T12:35:11Z,Cours-33514-23-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n",2023-07-21T06:49:54Z,"Stat 1 = Info - C 137, Stat 2 = Info - C 136","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-12-08T09:00:00Z,2023-12-08T12:00:00Z,2024-02-26T12:35:11Z,Cours-33514-24-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n",2023-07-21T06:49:54Z,"Stat 1 = Info - C 137, Stat 2 = Info - C 136","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-10-17T14:00:00Z,2023-10-17T17:00:00Z,2024-02-26T12:35:11Z,Cours-35391-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : MARTIN Yannis\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Blaise\nType : CM\n",2023-09-15T06:17:09Z,Amphi Blaise,"UCE 2 MANAGEMENT PAR LES PROC - MARTIN Yannis - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-11-07T15:00:00Z,2023-11-07T18:00:00Z,2024-02-26T12:35:11Z,Cours-35437-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-09-15T07:51:44Z,Stat9 = Info - C 026,UCE 4 APPLICATION DE MSI - MARTIN Yannis - M1-ILSEN-cla-Gr1 - TP
2023-10-20T06:30:00Z,2023-10-20T09:30:00Z,2024-02-26T12:35:11Z,Cours-35448-17-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,2023-09-22T07:18:02Z,Stat 8 = Info - C 127,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2023-09-19T12:30:00Z,2023-09-19T14:00:00Z,2024-02-26T12:35:11Z,Cours-37212-13-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Blaise\nType : CM\n",2023-11-14T08:48:34Z,Amphi Blaise,"UCE 2 PROGRAMMATION PARALLELE - ROUVIER Mickael - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - CM"
2023-11-15T07:30:00Z,2023-11-15T10:30:00Z,2024-02-26T12:35:11Z,Cours-37512-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 8 = Info - C 127\nType : TP\n,2023-09-15T06:24:02Z,Stat 8 = Info - C 127,UCE 4 APPLICATION DE MSI - MARTIN Yannis - M1-ILSEN-cla-Gr1 - TP
2023-12-22T13:30:00Z,2023-12-22T15:00:00Z,2024-02-26T12:35:11Z,Cours-37759-26-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-15T07:45:26Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-11-16T13:30:00Z,2023-11-16T15:00:00Z,2024-02-26T12:35:11Z,Cours-37892-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-14T13:30:26Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-09-13T12:30:00Z,2023-09-13T14:00:00Z,2024-02-26T12:35:11Z,Cours-38377-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : CM\n",2023-09-07T06:28:15Z,Amphi Ada,"UCE 2 PROGRAMMATION PARALLELE - ROUVIER Mickael - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2023-11-09T09:00:00Z,2023-11-09T12:00:00Z,2024-02-26T12:35:11Z,Cours-39403-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : PUY CAZCARRA Emmanuel\nTD : M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2023-09-14T12:31:35Z,Amphi Ada,"UCE 1 ARCHITECTURES CLOUD ET - PUY CAZCARRA Emmanuel - M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-12-13T07:30:00Z,2023-12-13T10:30:00Z,2024-02-26T12:35:11Z,Cours-40483-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-15T07:31:28Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-12-04T13:30:00Z,2023-12-04T16:30:00Z,2024-02-26T12:35:11Z,Cours-40486-24-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 2 = Info - C 136\nType : TP\n,2023-09-22T07:18:02Z,Stat 2 = Info - C 136,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2023-12-11T13:30:00Z,2023-12-11T16:30:00Z,2024-02-26T12:35:11Z,Cours-40486-25-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 2 = Info - C 136\nType : TP\n,2023-09-22T07:18:02Z,Stat 2 = Info - C 136,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2024-01-12T12:00:00Z,2024-01-12T15:00:00Z,2024-02-26T12:35:11Z,Cours-40488-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136\nType : TP\n",2023-09-15T07:38:07Z,"Stat 1 = Info - C 137, Stat 2 = Info - C 136","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-11-21T09:00:00Z,2023-11-21T12:00:00Z,2024-02-26T12:35:11Z,Cours-40496-22-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 4 APPLICATION DE CONCEPTI\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalles : Stat 6 = Info - C 129, Stat 7 = Info - C 128\nType : TP\n",2023-10-26T11:41:14Z,"Stat 6 = Info - C 129, Stat 7 = Info - C 128","UCE 4 APPLICATION DE CONCEPTI - ROUVIER Mickael - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-10-11T14:00:00Z,2023-10-11T17:00:00Z,2024-02-26T12:35:11Z,Cours-40501-16-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-09-27T09:18:46Z,Stat9 = Info - C 026,UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-09-27T06:30:00Z,2023-09-27T09:30:00Z,2024-02-26T12:35:11Z,Cours-40506-14-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 4 = Info - C 131\nType : TP\n,2023-09-22T07:18:37Z,Stat 4 = Info - C 131,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2023-11-10T15:00:00Z,2023-11-10T18:00:00Z,2024-02-26T12:35:11Z,Cours-40509-20-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-09-22T07:18:02Z,Stat9 = Info - C 026,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2023-11-17T09:00:00Z,2023-11-17T12:00:00Z,2024-02-26T12:35:11Z,Cours-40519-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 3 URBANISATION\nEnseignant : LABRAK Yanis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-10-10T09:22:34Z,Stat9 = Info - C 026,UCE 3 URBANISATION - LABRAK Yanis - M1-ILSEN-cla-Gr1 - TP
2023-09-27T11:00:00Z,2023-09-27T12:30:00Z,2024-02-26T12:35:11Z,Cours-41766-14-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-09-22T07:16:50Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2023-11-23T15:00:00Z,2023-11-23T18:00:00Z,2024-02-26T12:35:11Z,Cours-42527-22-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-27T08:18:21Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-11-30T15:00:00Z,2023-11-30T18:00:00Z,2024-02-26T12:35:11Z,Cours-42527-23-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ARCHITECTURES CLOUD ET\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : CISCO = C 133 reseaux\nType : TP\n,2023-09-27T08:18:21Z,CISCO = C 133 reseaux,UCE 1 ARCHITECTURES CLOUD ET - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2023-11-16T15:00:00Z,2023-11-16T18:00:00Z,2024-02-26T12:35:11Z,Cours-44246-21-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 DESIGN PATTERN AVANCE\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat9 = Info - C 026\nType : TP\n,2023-10-03T13:31:54Z,Stat9 = Info - C 026,UCE 1 DESIGN PATTERN AVANCE - NABITZ Sophie - M1-ILSEN-cla-Gr1 - TP
2024-01-10T13:30:00Z,2024-01-10T17:30:00Z,2024-02-26T12:35:11Z,Cours-44776-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 PROJET\nEnseignants : BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalles : AGRB020 ( HDMI ), AGRB021 ( HDMI ), AGRB022 ( HDMI ), AGRB023 ( HDMI )\nType : CM/TD\nMemo : SOUTENANCE\n",2023-11-23T13:12:50Z,"AGRB020 ( HDMI ), AGRB021 ( HDMI ), AGRB022 ( HDMI ), AGRB023 ( HDMI )","UCE 1 PROJET - BENSLIMANE Abderrahim, BONASTRE Jean-Francois, FIGUEIREDO Rosa, FREDOUILLE Corinne, GOZLAN Philippe, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JIMENEZ Tania, JOURLIN Pierre, LEFEVRE Fabrice, MORCHID Mohamed, NOCERA Pascal, PUY CAZCARRA Emmanuel, TORRES MORENO Juan manuel, VERNET Mathilde - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla - CM/TD - SOUTENANCE"
