dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2024-03-20T13:30:00Z,2024-03-20T16:30:00Z,2024-02-26T12:35:11Z,Cours-53956-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 PROCESSUS DU DEVELOPPEM\nEnseignant : SALAS Daniel\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 6 = Info - C 129\nType : TP\n",2023-10-27T09:51:09Z,Stat 6 = Info - C 129,"UCE 3 PROCESSUS DU DEVELOPPEM - SALAS Daniel - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-05-07T08:00:00Z,2024-05-07T11:00:00Z,2024-02-26T12:35:11Z,Cours-54312-46-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-12-18T10:51:28Z,Stat 1 = Info - C 137,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-11-23T09:00:00Z,2023-11-23T12:00:00Z,2024-02-26T12:35:11Z,Cours-56794-22-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 4 APPLICATION DE MSI\nEnseignant : MARTIN Yannis\nTD : M1-ILSEN-cla-Gr1\nSalle : Stat 6 = Info - C 129\nType : Evaluation\n,2023-11-07T07:26:06Z,Stat 6 = Info - C 129,UCE 4 APPLICATION DE MSI - MARTIN Yannis - M1-ILSEN-cla-Gr1 - Evaluation
2024-02-09T15:00:00Z,2024-02-09T18:00:00Z,2024-02-26T12:35:11Z,Cours-73708-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : CM\n",2024-01-09T13:36:03Z,S6 = C 022,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-02-10T12:00:00Z,2024-02-10T13:30:00Z,2024-02-26T12:35:11Z,Cours-73710-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : CM\n",2024-01-29T11:11:24Z,Amphi Ada,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-01-29T07:30:00Z,2024-01-29T10:30:00Z,2024-02-26T12:35:11Z,Cours-73701-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S6 = C 022\nType : CM\n",2024-01-09T13:33:30Z,S6 = C 022,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-01-08T09:00:00Z,2024-01-08T10:30:00Z,2024-02-26T12:35:11Z,Cours-62796-29-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-11-10T07:20:16Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2024-01-15T07:30:00Z,2024-01-15T18:00:00Z,2024-02-26T12:35:11Z,Cours-62797-30-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalle : S3 = C 036\nType : Evaluation\n",2023-11-10T07:20:16Z,S3 = C 036,"UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla - Evaluation"
2024-01-16T12:00:00Z,2024-01-16T18:00:00Z,2024-02-26T12:35:11Z,Cours-62801-30-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalle : S3 = C 036\nType : Evaluation\n",2023-11-10T07:20:40Z,S3 = C 036,"UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla - Evaluation"
2024-01-17T07:30:00Z,2024-01-17T18:00:00Z,2024-02-26T12:35:11Z,Cours-62806-30-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalle : S3 = C 036\nType : Evaluation\n",2023-11-10T07:21:45Z,S3 = C 036,"UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla - Evaluation"
2024-03-21T09:00:00Z,2024-03-21T12:00:00Z,2024-02-26T12:35:11Z,Cours-63390-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 3 APPLICATIONS ORIENTEES\nEnseignant : NABITZ Sophie\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2023-11-13T08:30:33Z,Stat 1 = Info - C 137,"UCE 3 APPLICATIONS ORIENTEES - NABITZ Sophie - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-12-15T13:30:00Z,2023-12-15T16:30:00Z,2024-02-26T12:35:11Z,Cours-63838-25-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROGRAMMATION PARALLELE\nEnseignant : ROUVIER Mickael\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1\nSalle : Amphi Ada\nType : Evaluation\n",2023-11-14T08:50:07Z,Amphi Ada,"UCE 2 PROGRAMMATION PARALLELE - ROUVIER Mickael - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1 - Evaluation"
2023-12-20T15:00:00Z,2023-12-20T16:30:00Z,2024-02-26T12:35:11Z,Cours-69497-26-M1-ILSEN-cla-Gr1-Index-Education,Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-ILSEN-cla-Gr1\nSalle : S3 = C 036\nType : TP\n,2023-12-05T12:11:55Z,S3 = C 036,UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-ILSEN-cla-Gr1 - TP
2024-02-17T07:30:00Z,2024-02-17T09:00:00Z,2024-02-26T12:35:11Z,Cours-81241-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : S4 = C 034\nType : CM\n",2024-02-22T08:06:55Z,S4 = C 034,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - CM"
2024-01-22T13:00:00Z,2024-01-22T16:00:00Z,2024-02-26T12:35:11Z,Cours-75618-31-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 ANGLAIS (ORIENTE ENTREP\nEnseignant : REY Carole\nTD : M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla\nSalle : S3 = C 036\nType : Rattrapage\n",2024-01-18T07:10:42Z,S3 = C 036,"UCE 1 ANGLAIS (ORIENTE ENTREP - REY Carole - M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla - Rattrapage"
2024-03-05T12:00:00Z,2024-03-05T15:00:00Z,2024-02-26T12:35:11Z,Cours-80573-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2024-02-15T07:13:39Z,Stat 1 = Info - C 137,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-04-12T06:30:00Z,2024-04-12T08:00:00Z,2024-02-26T12:35:11Z,Cours-79616-42-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UE PROJET 2\nEnseignants : HADDAD Majed, VERNET Mathilde\nTD : M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla\nSalle : S5 = C 024\nType : CM/TD\nMemo : 2eme rencontre\n",2024-02-09T07:35:10Z,S5 = C 024,"UE PROJET 2 - HADDAD Majed, VERNET Mathilde - M1-IA-IL-CLA, M1-IA-SI-CLA, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2, M1-SICOM-Cla - CM/TD - 2eme rencontre"
2023-11-07T12:00:00Z,2023-11-07T15:00:00Z,2024-02-26T12:35:11Z,Cours-80070-20-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : MARTIN Yannis\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2024-02-12T07:59:42Z,Amphi Ada,"UCE 2 MANAGEMENT PAR LES PROC - MARTIN Yannis - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2023-11-14T12:00:00Z,2023-11-14T15:00:00Z,2024-02-26T12:35:11Z,Cours-80070-21-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MANAGEMENT PAR LES PROC\nEnseignant : MARTIN Yannis\nTD : M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla\nSalle : Amphi Ada\nType : CM\n",2024-02-12T07:59:42Z,Amphi Ada,"UCE 2 MANAGEMENT PAR LES PROC - MARTIN Yannis - M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla - CM"
2024-02-23T07:30:00Z,2024-02-23T10:30:00Z,2024-02-26T12:35:11Z,Cours-80843-35-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 3 = Info - C 135\nType : TP\n",2024-02-16T12:12:46Z,Stat 3 = Info - C 135,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2024-03-19T13:30:00Z,2024-03-19T15:00:00Z,2024-02-26T12:35:11Z,Cours-81240-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 MIDDLEWARE\nEnseignant : BONNEFOY Ludovic\nTD : M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Amphi Ada\nType : Evaluation\n",2024-02-22T08:07:53Z,Amphi Ada,"UCE 2 MIDDLEWARE - BONNEFOY Ludovic - M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - Evaluation"
2024-04-02T12:30:00Z,2024-04-02T15:30:00Z,2024-02-26T12:35:11Z,Cours-81242-41-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 PROTOTYPAGE ET INTERFAC\nEnseignant : AMALVY Arthur\nTD : M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2\nSalle : Stat 1 = Info - C 137\nType : TP\n",2024-02-22T08:07:35Z,Stat 1 = Info - C 137,"UCE 2 PROTOTYPAGE ET INTERFAC - AMALVY Arthur - M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2 - TP"
2023-09-11T08:00:00Z,2023-09-11T09:30:00Z,2024-02-26T12:35:11Z,Cours-2643-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Rentree specifique\nEnseignants : BENSLIMANE Abderrahim, LABATUT Vincent, ROUVIER Mickael\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Ada\nMemo : reunion de rentree du master informatique\n",2023-08-29T10:47:26Z,Amphi Ada,"Rentree specifique - BENSLIMANE Abderrahim, LABATUT Vincent, ROUVIER Mickael - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - reunion de rentree du master informatique"
2023-10-10T14:00:00Z,2023-10-10T17:00:00Z,2024-02-26T12:35:11Z,Cours-2652-16-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignants : FIGUEIREDO Rosa, VERNET Mathilde\nPromotions : L1 INFORMATIQUE, L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nMemo : reunion d'information Ada Lovelace\n",2023-06-27T16:15:40Z,Amphi Blaise,"Reservation de salles - FIGUEIREDO Rosa, VERNET Mathilde - L1 INFORMATIQUE, L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - reunion d'information Ada Lovelace"
2023-10-20T15:30:00Z,2023-10-20T18:00:00Z,2024-02-26T12:35:11Z,Cours-2653-17-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignants : BENSLIMANE Abderrahim, FIGUEIREDO Rosa, HUET Stephane, JABAIAN Bassam, LABATUT Vincent, MATROUF Driss, ROUVIER Mickael, SPRIET Thierry\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nTD : OCCA CV 5\nSalle : Amphi Blaise\nMemo : ceremonie de remise des diplômes\n",2023-10-02T08:52:18Z,Amphi Blaise,"Reservation de salles - BENSLIMANE Abderrahim, FIGUEIREDO Rosa, HUET Stephane, JABAIAN Bassam, LABATUT Vincent, MATROUF Driss, ROUVIER Mickael, SPRIET Thierry - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - OCCA CV 5 - ceremonie de remise des diplômes"
2024-01-11T07:00:00Z,2024-01-11T16:30:00Z,2024-02-26T12:35:11Z,Cours-2658-29-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignants : BENSLIMANE Abderrahim, COSTA Jean-pierre, DE PELLEGRINI Francesco, ELAZOUZI Rachid, ESTEVE Yannick, FIGUEIREDO Rosa, FREDOUILLE Corinne, GILLES Philippe, GOZLAN Philippe, GUEYE Serigne, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JABAIAN Bassam, JOURLIN Pierre, LABATUT Vincent, LEFEVRE Fabrice, MATROUF Driss, NOCERA Pascal, ROUVIER Mickael, SPRIET Thierry, TORRES MORENO Juan manuel, VERNET Mathilde, ZHOU Fen\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nTD : L3INFO_TD5 ALT, L3INFO_TD6 ALT\nSalles : Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030\nMemo : soutenance alternance\n",2023-08-22T09:02:19Z,"Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030","Reservation de salles - BENSLIMANE Abderrahim, COSTA Jean-pierre, DE PELLEGRINI Francesco, ELAZOUZI Rachid, ESTEVE Yannick, FIGUEIREDO Rosa, FREDOUILLE Corinne, GILLES Philippe, GOZLAN Philippe, GUEYE Serigne, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JABAIAN Bassam, JOURLIN Pierre, LABATUT Vincent, LEFEVRE Fabrice, MATROUF Driss, NOCERA Pascal, ROUVIER Mickael, SPRIET Thierry, TORRES MORENO Juan manuel, VERNET Mathilde, ZHOU Fen - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - L3INFO_TD5 ALT, L3INFO_TD6 ALT - soutenance alternance"
2023-09-11T11:30:00Z,2023-09-11T16:30:00Z,2024-02-26T12:35:11Z,Cours-30946-12-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignants : BENSLIMANE Abderrahim, ROUVIER Mickael\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalles : S5 = C 024, S6 = C 022\nMemo : Entretiens individuels\n",2023-09-11T07:39:53Z,"S5 = C 024, S6 = C 022","Reservation de salles - BENSLIMANE Abderrahim, ROUVIER Mickael - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Entretiens individuels"
2024-05-14T06:00:00Z,2024-05-14T18:00:00Z,2024-02-26T12:35:11Z,Cours-40436-47-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignants : BEILLON Jennifer, HUET Stephane\nPromotions : L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nTD : OCCA CV 5\nSalles : Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030, Stat 1 = Info - C 137, Stat 6 = Info - C 129, Stat 7 = Info - C 128\nMemo : salon alternance 2024\n",2023-10-27T07:50:44Z,"Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030, Stat 1 = Info - C 137, Stat 6 = Info - C 129, Stat 7 = Info - C 128","Reservation de salles - BEILLON Jennifer, HUET Stephane - L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - OCCA CV 5 - salon alternance 2024"
2024-02-16T12:00:00Z,2024-02-16T13:30:00Z,2024-02-26T12:35:11Z,Cours-46640-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nEnseignant : FIGUEIREDO Rosa\nPromotions : L1 INFORMATIQUE, L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nTD : OCCA CV 5\nSalle : Amphi Blaise\nMemo : semaine femmes en sciences\n",2023-11-09T13:33:18Z,Amphi Blaise,"Reservation de salles - FIGUEIREDO Rosa - L1 INFORMATIQUE, L2 INFORMATIQUE, L3 INFORMATIQUE, M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM), M2 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M2 INTELLIGENCE ARTIFICIELLE (IA), M2 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - OCCA CV 5 - semaine femmes en sciences"
2024-04-18T06:00:00Z,2024-04-18T18:00:00Z,2024-02-26T12:35:11Z,Cours-53590-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nMemo : Voyage scolaire\n",2023-10-27T07:37:38Z,,"Reservation de salles - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Voyage scolaire"
2024-04-19T06:00:00Z,2024-04-19T18:00:00Z,2024-02-26T12:35:11Z,Cours-53592-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : Reservation de salles\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nMemo : Voyage scolaire\n",2023-10-27T07:43:15Z,,"Reservation de salles - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Voyage scolaire"
2024-05-17T15:30:00Z,2024-05-17T17:00:00Z,2024-02-26T12:35:11Z,Cours-53808-47-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : Evaluation\n",2023-10-30T07:36:03Z,Amphi Blaise,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Evaluation"
2024-03-22T13:30:00Z,2024-03-22T15:00:00Z,2024-02-26T12:35:11Z,Cours-53809-39-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 2 ANGLAIS (ORIENTE TECHNI\nEnseignant : RONDIN Lilian\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : Evaluation\n",2023-10-27T09:12:36Z,Amphi Blaise,"UCE 2 ANGLAIS (ORIENTE TECHNI - RONDIN Lilian - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Evaluation"
2024-02-05T10:30:00Z,2024-02-05T12:00:00Z,2024-02-26T12:35:11Z,Cours-54266-33-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : CM\n",2023-12-18T09:40:52Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - CM"
