dtstart,dtend,uid,Matiere,Enseignants,TD,Salle,Type,Memo
2024-03-07T09:00:00Z,2024-03-07T10:30:00Z,Cours-53781-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S7 = C 032,,
2024-03-05T15:00:00Z,2024-03-05T16:30:00Z,Cours-53782-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S2 = C 040,,
2024-03-12T15:00:00Z,2024-03-12T16:30:00Z,Cours-53783-38-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S4 = C 034,,
2024-03-06T12:00:00Z,2024-03-06T13:30:00Z,Cours-53795-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S4 = C 034,,
2024-03-12T13:30:00Z,2024-03-12T15:00:00Z,Cours-53797-38-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S4 = C 034,,
2024-03-21T07:30:00Z,2024-03-21T09:00:00Z,Cours-53800-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S2 = C 040,,
2024-05-16T08:00:00Z,2024-05-16T09:30:00Z,Cours-53812-47-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S2 = C 040,,
2024-04-30T12:30:00Z,2024-04-30T14:00:00Z,Cours-53813-45-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S2 = C 040,,
2024-05-07T12:30:00Z,2024-05-07T14:00:00Z,Cours-53813-46-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,Type : TD,S2 = C 040,,
2024-03-18T15:00:00Z,2024-03-18T18:00:00Z,Cours-53815-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-03-19T07:30:00Z,2024-03-19T10:30:00Z,Cours-53816-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 3 = Info - C 135,TP,
2024-03-27T07:30:00Z,2024-03-27T10:30:00Z,Cours-53817-40-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-03-29T07:30:00Z,2024-03-29T10:30:00Z,Cours-53818-40-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-04-03T06:30:00Z,2024-04-03T09:30:00Z,Cours-53819-41-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 4 = Info - C 131,TP,
2024-03-26T15:00:00Z,2024-03-26T18:00:00Z,Cours-53820-40-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 4 = Info - C 131,TP,
2024-03-19T16:30:00Z,2024-03-19T18:00:00Z,Cours-53822-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION ARCHITECTUR,MORCHID Mohamed,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 4 = Info - C 131,TP,
2024-02-13T12:00:00Z,2024-02-13T15:00:00Z,Cours-53841-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,CARIAS Patrick,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S6 = C 022,CM,
2024-01-30T07:30:00Z,2024-01-30T09:00:00Z,Cours-53842-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,CARIAS Patrick,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S6 = C 022,CM,
2024-02-02T07:30:00Z,2024-02-02T09:00:00Z,Cours-53843-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S5 = C 024,CM,
2024-02-09T07:30:00Z,2024-02-09T09:00:00Z,Cours-53843-33-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,CECILLON Noe,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S5 = C 024,CM,
2024-02-12T13:30:00Z,2024-02-12T16:30:00Z,Cours-53871-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 6 = Info - C 129,TP,
2024-03-18T12:00:00Z,2024-03-18T15:00:00Z,Cours-53872-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 5 = Info - C 130,TP,
2024-02-19T07:30:00Z,2024-02-19T10:30:00Z,Cours-53875-35-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-03-13T13:30:00Z,2024-03-13T16:30:00Z,Cours-53880-38-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 5 = Info - C 130,TP,
2024-03-26T12:00:00Z,2024-03-26T13:30:00Z,Cours-53887-40-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-01-30T09:00:00Z,2024-01-30T12:00:00Z,Cours-53898-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S6 = C 022,CM,
2024-02-02T09:00:00Z,2024-02-02T12:00:00Z,Cours-53899-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S5 = C 024,CM,
2024-02-06T07:30:00Z,2024-02-06T10:30:00Z,Cours-53924-33-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 3 = Info - C 135,TP,
2024-03-25T12:00:00Z,2024-03-25T13:30:00Z,Cours-53935-40-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 3 = Info - C 135,Evaluation,
2024-02-15T13:30:00Z,2024-02-15T16:30:00Z,Cours-53938-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 6 = Info - C 129,TP,
2024-02-23T13:30:00Z,2024-02-23T16:30:00Z,Cours-53943-35-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 2 = Info - C 136,TP,
2024-03-04T15:00:00Z,2024-03-04T18:00:00Z,Cours-53945-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 4 = Info - C 131,TP,
2024-03-11T12:00:00Z,2024-03-11T15:00:00Z,Cours-53947-38-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 6 = Info - C 129,TP,
2024-03-20T13:30:00Z,2024-03-20T16:30:00Z,Cours-53956-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 PROCESSUS DU DEVELOPPEM,SALAS Daniel,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 6 = Info - C 129,TP,
2024-05-07T08:00:00Z,2024-05-07T11:00:00Z,Cours-54312-46-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2023-11-23T09:00:00Z,2023-11-23T12:00:00Z,Cours-56794-22-M1-ILSEN-cla-Gr1-Index-Education,UCE 4 APPLICATION DE MSI,MARTIN Yannis,M1-ILSEN-cla-Gr1,Stat 6 = Info - C 129,Evaluation,
2024-02-09T15:00:00Z,2024-02-09T18:00:00Z,Cours-73708-33-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S6 = C 022,CM,
2024-02-10T12:00:00Z,2024-02-10T13:30:00Z,Cours-73710-33-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Amphi Ada,CM,
2024-01-29T07:30:00Z,2024-01-29T10:30:00Z,Cours-73701-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S6 = C 022,CM,
2024-01-08T09:00:00Z,2024-01-08T10:30:00Z,Cours-62796-29-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,M1-ILSEN-cla-Gr1,S3 = C 036,TP,
2024-01-15T07:30:00Z,2024-01-15T18:00:00Z,Cours-62797-30-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,"M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla",S3 = C 036,Evaluation,
2024-01-16T12:00:00Z,2024-01-16T18:00:00Z,Cours-62801-30-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,"M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla",S3 = C 036,Evaluation,
2024-01-17T07:30:00Z,2024-01-17T18:00:00Z,Cours-62806-30-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,"M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla",S3 = C 036,Evaluation,
2024-03-21T09:00:00Z,2024-03-21T12:00:00Z,Cours-63390-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 3 APPLICATIONS ORIENTEES,NABITZ Sophie,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2023-12-15T13:30:00Z,2023-12-15T16:30:00Z,Cours-63838-25-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROGRAMMATION PARALLELE,ROUVIER Mickael,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1",Amphi Ada,Evaluation,
2023-12-20T15:00:00Z,2023-12-20T16:30:00Z,Cours-69497-26-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,M1-ILSEN-cla-Gr1,S3 = C 036,TP,
2024-02-17T07:30:00Z,2024-02-17T09:00:00Z,Cours-81241-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",S4 = C 034,CM,
2024-01-22T13:00:00Z,2024-01-22T16:00:00Z,Cours-75618-31-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 ANGLAIS (ORIENTE ENTREP,REY Carole,"M1-IA-IL-CLA, M1-ILSEN-cla-Gr1, M1-SICOM-Cla",S3 = C 036,Rattrapage,
2024-03-05T12:00:00Z,2024-03-05T15:00:00Z,Cours-80573-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2024-04-12T06:30:00Z,2024-04-12T08:00:00Z,Cours-79616-42-M1-ILSEN-cla-Gr1-Index-Education,UE PROJET 2,"HADDAD Majed, VERNET Mathilde",Type : CM/TD,S5 = C 024,,2eme rencontre
2023-11-07T12:00:00Z,2023-11-07T15:00:00Z,Cours-80070-20-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla",Amphi Ada,CM,
2023-11-14T12:00:00Z,2023-11-14T15:00:00Z,Cours-80070-21-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MANAGEMENT PAR LES PROC,MARTIN Yannis,"M1-IA-IL-ALT, M1-IA-IL-CLA, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-SICOM-Alt, M1-SICOM-Cla",Amphi Ada,CM,
2024-02-23T07:30:00Z,2024-02-23T10:30:00Z,Cours-80843-35-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 3 = Info - C 135,TP,
2024-03-19T13:30:00Z,2024-03-19T15:00:00Z,Cours-81240-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 MIDDLEWARE,BONNEFOY Ludovic,"M1-ILSEN-alt-GR1, M1-ILSEN-alt-GR2, M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Amphi Ada,Evaluation,
2024-04-02T12:30:00Z,2024-04-02T15:30:00Z,Cours-81242-41-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 PROTOTYPAGE ET INTERFAC,AMALVY Arthur,"M1-ILSEN-cla-Gr1, M1-ILSEN-cla-Gr2",Stat 1 = Info - C 137,TP,
2023-09-11T08:00:00Z,2023-09-11T09:30:00Z,Cours-2643-12-M1-ILSEN-cla-Gr1-Index-Education,Rentree specifique,"BENSLIMANE Abderrahim, LABATUT Vincent, ROUVIER Mickael",,Amphi Ada,,reunion de rentree du master informatique
2023-10-10T14:00:00Z,2023-10-10T17:00:00Z,Cours-2652-16-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,"FIGUEIREDO Rosa, VERNET Mathilde",,Amphi Blaise,,reunion d'information Ada Lovelace
2023-10-20T15:30:00Z,2023-10-20T18:00:00Z,Cours-2653-17-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,"BENSLIMANE Abderrahim, FIGUEIREDO Rosa, HUET Stephane, JABAIAN Bassam, LABATUT Vincent, MATROUF Driss, ROUVIER Mickael, SPRIET Thierry",OCCA CV 5,Amphi Blaise,,ceremonie de remise des diplômes
2024-01-11T07:00:00Z,2024-01-11T16:30:00Z,Cours-2658-29-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,"BENSLIMANE Abderrahim, COSTA Jean-pierre, DE PELLEGRINI Francesco, ELAZOUZI Rachid, ESTEVE Yannick, FIGUEIREDO Rosa, FREDOUILLE Corinne, GILLES Philippe, GOZLAN Philippe, GUEYE Serigne, HADDAD Majed, HAYEL Yezekael, HUET Stephane, JABAIAN Bassam, JOURLIN Pierre, LABATUT Vincent, LEFEVRE Fabrice, MATROUF Driss, NOCERA Pascal, ROUVIER Mickael, SPRIET Thierry, TORRES MORENO Juan manuel, VERNET Mathilde, ZHOU Fen","L3INFO_TD5 ALT, L3INFO_TD6 ALT","Salles : Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030",,soutenance alternance
2023-09-11T11:30:00Z,2023-09-11T16:30:00Z,Cours-30946-12-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,"BENSLIMANE Abderrahim, ROUVIER Mickael",,"Salles : S5 = C 024, S6 = C 022",,Entretiens individuels
2024-05-14T06:00:00Z,2024-05-14T18:00:00Z,Cours-40436-47-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,"BEILLON Jennifer, HUET Stephane",OCCA CV 5,"Salles : Amphi Ada, Amphi Blaise, S1 = C 042 Nodes, S2 = C 040, S2 BIS = C 038, S3 = C 036, S4 = C 034, S5 = C 024, S6 = C 022, S7 = C 032, S8 = C 030, Stat 1 = Info - C 137, Stat 6 = Info - C 129, Stat 7 = Info - C 128",,salon alternance 2024
2024-02-16T12:00:00Z,2024-02-16T13:30:00Z,Cours-46640-34-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,FIGUEIREDO Rosa,OCCA CV 5,Amphi Blaise,,semaine femmes en sciences
2024-04-18T06:00:00Z,2024-04-18T18:00:00Z,Cours-53590-43-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,,,,,Voyage scolaire
2024-04-19T06:00:00Z,2024-04-19T18:00:00Z,Cours-53592-43-M1-ILSEN-cla-Gr1-Index-Education,Reservation de salles,,,,,Voyage scolaire
2024-05-17T15:30:00Z,2024-05-17T17:00:00Z,Cours-53808-47-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,,Amphi Blaise,Evaluation,
2024-03-22T13:30:00Z,2024-03-22T15:00:00Z,Cours-53809-39-M1-ILSEN-cla-Gr1-Index-Education,UCE 2 ANGLAIS (ORIENTE TECHNI,RONDIN Lilian,,Amphi Blaise,Evaluation,
2024-02-05T10:30:00Z,2024-02-05T12:00:00Z,Cours-54266-33-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,Amphi Blaise,CM,
2024-01-30T13:30:00Z,2024-01-30T16:30:00Z,Cours-54267-32-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,Amphi Blaise,CM,
2024-02-14T12:00:00Z,2024-02-14T15:00:00Z,Cours-54268-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,"LEFEVRE Fabrice, TORRES MORENO Juan manuel",,Amphi Blaise,Conference,
2024-02-14T09:00:00Z,2024-02-14T10:30:00Z,Cours-54275-34-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,Amphi Blaise,CM,
2024-03-06T13:30:00Z,2024-03-06T16:30:00Z,Cours-54278-37-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,"LEFEVRE Fabrice, TORRES MORENO Juan manuel",,Amphi Blaise,Conference,
2024-03-14T15:00:00Z,2024-03-14T18:00:00Z,Cours-54285-38-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,"HADDAD Majed, LEFEVRE Fabrice",,Amphi Blaise,Conference,
2024-05-17T09:30:00Z,2024-05-17T11:00:00Z,Cours-54288-47-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,"Salles : Stat 1 = Info - C 137, Stat 2 = Info - C 136, Stat 7 = Info - C 128",Evaluation,VISIO
2024-05-16T14:00:00Z,2024-05-16T15:30:00Z,Cours-54317-47-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,Stat 4 = Info - C 131,Evaluation,QCM
2024-04-17T15:30:00Z,2024-04-17T17:00:00Z,Cours-54324-43-M1-ILSEN-cla-Gr1-Index-Education,UCE 1 VEILLE TECHNOLOGIQUE,LEFEVRE Fabrice,,Stat 2 = Info - C 136,Conference,VISIO
11/1/2023,11/2/2023,Ferie-84-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
12/25/2023,12/26/2023,Ferie-85-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
4/1/2024,4/2/2024,Ferie-86-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
5/1/2024,5/2/2024,Ferie-87-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
5/8/2024,5/11/2024,Ferie-88-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
5/20/2024,5/21/2024,Ferie-89-M1-ILSEN-cla-Gr1-Index-Education,,,,,,
